9392,"(41.7997745, -87.59468179999999)"
9393,"(41.7948658, -87.59761429999999)"
9395,"(41.78462340000001, -87.60489899999999)"
9396,"(41.7962757, -87.6029731)"
9398,"(41.8006999, -87.5943731)"
9399,"(41.78926999999999, -87.6054858)"
9400,"(41.8080142, -87.598849)"
9402,"(41.8006025, -87.59017659999999)"
9403,"(41.7997745, -87.59468179999999)"
9405,"(41.7912883, -87.5968463)"
9406,"(41.7930384, -87.60355260000001)"
9407,"(41.7905318, -87.5948216)"
9408,"(41.78993010000001, -87.6033832)"
9412,"(41.7846534, -87.60485949999999)"
9413,"(41.7899689, -87.6052594)"
9415,"(41.7913723, -87.6014218)"
9416,"(41.780008, -87.603229)"
9418,"(41.8065359, -87.5877847)"
9419,"(41.796979, -87.58787500000001)"
9421,"(41.792989, -87.60255839999999)"
9422,"(41.7903948, -87.6038772)"
9426,"(41.79315769999999, -87.59391010000002)"
9428,"(41.7901748, -87.59914119999999)"
9429,"(41.7971472, -87.5970643)"
9431,"(41.7945129, -87.60084979999999)"
9432,"(41.806890249999995, -87.5980077)"
9433,"(41.7900073, -87.59839355)"
9434,"(41.78318105, -87.6011243)"
9436,"(41.7901841, -87.6045875)"
9437,"(41.7846249, -87.6047952)"
9438,"(41.7892417, -87.59749049999999)"
9439,"(41.7880686, -87.5956212)"
9441,"(41.7987242, -87.59500704999999)"
9442,"(41.8027194, -87.5900905)"
9444,"(41.78462340000001, -87.60489899999999)"
9445,"(41.7911308, -87.60274969999999)"
9446,"(41.7949629, -87.60569339999999)"
9448,"(41.78462340000001, -87.60489899999999)"
9450,"(41.7910678, -87.60495069999999)"
9452,"(41.792279, -87.599954)"
9453,"(41.7912712, -87.59819279999999)"
9454,"(41.78462340000001, -87.60489899999999)"
9455,"(41.7813616, -87.60556199999999)"
9457,"(41.7889722, -87.59926279999999)"
9458,"(41.7986738, -87.59972594999999)"
9460,"(41.794353, -87.6008506)"
9462,"(41.80107599999999, -87.600877)"
9464,"(41.78261819999999, -87.59612469999999)"
9465,"(41.7842203, -87.60327389999999)"
9466,"(41.78952109999999, -87.60424909999999)"
9467,"(41.791257, -87.59392869999999)"
9468,"(41.7846534, -87.60485949999999)"
9470,"(41.792936, -87.60563909999999)"
9471,"(41.7913737, -87.60130180000002)"
9473,"(41.7940762, -87.60170769999999)"
9474,"(41.7976144, -87.58174)"
9476,"(41.7886075, -87.5937902)"
9477,"(41.7910678, -87.60495069999999)"
9478,"(41.78796639999999, -87.59953639999999)"
9479,"(41.7910228, -87.6015292)"
9480,"(41.79255140000001, -87.6018988)"
9481,"(41.8781136, -87.6297982)"
9482,"(41.792279, -87.599954)"
9484,"(41.7977675, -87.5964061)"
9485,"(41.7886421, -87.5927603)"
9486,"(41.7963957, -87.59324439999999)"
9488,"(41.7857443, -87.59029559999999)"
9490,"(41.78401700000001, -87.596716)"
9491,"(41.799471700000005, -87.59378394999999)"
9495,"(41.7948242, -87.5975921)"
9496,"(41.7797709, -87.605491)"
9497,"(41.79417479999999, -87.5932843)"
9499,"(41.792279, -87.599954)"
9500,"(41.78462340000001, -87.60489899999999)"
9501,"(41.7894852, -87.59281100000001)"
9503,"(41.7899689, -87.6052594)"
9504,"(41.7845959, -87.6008803)"
9505,"(41.7916469, -87.6034081)"
9506,"(41.7940762, -87.60170769999999)"
9508,"(41.7948658, -87.59761429999999)"
9509,"(41.7877085, -87.6036874)"
9510,"(41.78875499999999, -87.6046898)"
9511,"(41.7955712, -87.60568579999999)"
9512,"(41.7948658, -87.59761429999999)"
9514,"(41.792279, -87.599954)"
9516,"(41.7901437, -87.59606149999999)"
9517,"(41.78962, -87.58657500000001)"
9518,"(41.78952109999999, -87.60424909999999)"
9520,"(41.7920395, -87.6017426)"
9521,"(41.7901006, -87.59771169999999)"
9523,"(41.7892116, -87.60406619999999)"
9524,"(41.7955712, -87.60568579999999)"
9525,"(41.79457499999999, -87.601637)"
9527,"(41.7919425, -87.60283989999999)"
9528,"(41.78462340000001, -87.60489899999999)"
9529,"(41.8021497, -87.5924144)"
9531,"(41.7910678, -87.60495069999999)"
